Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : naive
Num Clients : 5
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 500.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=13, total_fda_steps=313, accuracy=0.28040000796318054, train_accuracy=0.3375)
EpochMetrics(epoch=30, total_rounds=38, total_fda_steps=9375, accuracy=0.7534999847412109, train_accuracy=0.74375)
EpochMetrics(epoch=31, total_rounds=39, total_fda_steps=9688, accuracy=0.7519000172615051, train_accuracy=0.7125)
EpochMetrics(epoch=32, total_rounds=40, total_fda_steps=10000, accuracy=0.7513999938964844, train_accuracy=0.71875)
EpochMetrics(epoch=33, total_rounds=41, total_fda_steps=10313, accuracy=0.7572000026702881, train_accuracy=0.71875)
EpochMetrics(epoch=34, total_rounds=42, total_fda_steps=10625, accuracy=0.7594000101089478, train_accuracy=0.775)
EpochMetrics(epoch=35, total_rounds=43, total_fda_steps=10938, accuracy=0.766700029373169, train_accuracy=0.7)
EpochMetrics(epoch=36, total_rounds=44, total_fda_steps=11250, accuracy=0.7623000144958496, train_accuracy=0.725)
EpochMetrics(epoch=37, total_rounds=45, total_fda_steps=11563, accuracy=0.7717000246047974, train_accuracy=0.725)
EpochMetrics(epoch=38, total_rounds=46, total_fda_steps=11875, accuracy=0.7574999928474426, train_accuracy=0.8)
EpochMetrics(epoch=39, total_rounds=47, total_fda_steps=12188, accuracy=0.771399974822998, train_accuracy=0.74375)
EpochMetrics(epoch=40, total_rounds=48, total_fda_steps=12500, accuracy=0.7754999995231628, train_accuracy=0.74375)
EpochMetrics(epoch=41, total_rounds=49, total_fda_steps=12813, accuracy=0.7746000289916992, train_accuracy=0.73125)
EpochMetrics(epoch=42, total_rounds=51, total_fda_steps=13125, accuracy=0.7835000157356262, train_accuracy=0.79375)
EpochMetrics(epoch=43, total_rounds=52, total_fda_steps=13438, accuracy=0.7818999886512756, train_accuracy=0.75625)
EpochMetrics(epoch=44, total_rounds=53, total_fda_steps=13750, accuracy=0.7738999724388123, train_accuracy=0.81875)
EpochMetrics(epoch=45, total_rounds=54, total_fda_steps=14063, accuracy=0.776199996471405, train_accuracy=0.76875)
EpochMetrics(epoch=46, total_rounds=55, total_fda_steps=14375, accuracy=0.781000018119812, train_accuracy=0.8)
EpochMetrics(epoch=47, total_rounds=56, total_fda_steps=14688, accuracy=0.7825000286102295, train_accuracy=0.775)
EpochMetrics(epoch=48, total_rounds=58, total_fda_steps=15000, accuracy=0.7874000072479248, train_accuracy=0.8375)
EpochMetrics(epoch=49, total_rounds=59, total_fda_steps=15313, accuracy=0.7886999845504761, train_accuracy=0.75)
EpochMetrics(epoch=50, total_rounds=60, total_fda_steps=15625, accuracy=0.7896000146865845, train_accuracy=0.7875)
EpochMetrics(epoch=51, total_rounds=61, total_fda_steps=15938, accuracy=0.7847999930381775, train_accuracy=0.78125)
EpochMetrics(epoch=52, total_rounds=63, total_fda_steps=16250, accuracy=0.7924000024795532, train_accuracy=0.8375)
EpochMetrics(epoch=53, total_rounds=64, total_fda_steps=16563, accuracy=0.7824000120162964, train_accuracy=0.7375)
EpochMetrics(epoch=54, total_rounds=65, total_fda_steps=16875, accuracy=0.7889999747276306, train_accuracy=0.825)
EpochMetrics(epoch=55, total_rounds=67, total_fda_steps=17188, accuracy=0.7911999821662903, train_accuracy=0.7875)
EpochMetrics(epoch=56, total_rounds=68, total_fda_steps=17500, accuracy=0.7944999933242798, train_accuracy=0.8)
EpochMetrics(epoch=57, total_rounds=69, total_fda_steps=17813, accuracy=0.7864000201225281, train_accuracy=0.8125)
EpochMetrics(epoch=58, total_rounds=71, total_fda_steps=18125, accuracy=0.8065000176429749, train_accuracy=0.84375)
EpochMetrics(epoch=59, total_rounds=72, total_fda_steps=18438, accuracy=0.7922999858856201, train_accuracy=0.83125)
EpochMetrics(epoch=60, total_rounds=73, total_fda_steps=18750, accuracy=0.7943999767303467, train_accuracy=0.7625)
EpochMetrics(epoch=61, total_rounds=75, total_fda_steps=19063, accuracy=0.7997000217437744, train_accuracy=0.8375)
EpochMetrics(epoch=62, total_rounds=76, total_fda_steps=19375, accuracy=0.7896999716758728, train_accuracy=0.8)
EpochMetrics(epoch=63, total_rounds=78, total_fda_steps=19688, accuracy=0.7996000051498413, train_accuracy=0.8)
EpochMetrics(epoch=64, total_rounds=79, total_fda_steps=20000, accuracy=0.7997999787330627, train_accuracy=0.71875)
EpochMetrics(epoch=65, total_rounds=81, total_fda_steps=20313, accuracy=0.7912999987602234, train_accuracy=0.84375)
EpochMetrics(epoch=66, total_rounds=82, total_fda_steps=20625, accuracy=0.7936000227928162, train_accuracy=0.83125)
EpochMetrics(epoch=67, total_rounds=84, total_fda_steps=20938, accuracy=0.7950000166893005, train_accuracy=0.875)
EpochMetrics(epoch=68, total_rounds=85, total_fda_steps=21250, accuracy=0.8057000041007996, train_accuracy=0.81875)
EpochMetrics(epoch=69, total_rounds=87, total_fda_steps=21563, accuracy=0.7968999743461609, train_accuracy=0.84375)
EpochMetrics(epoch=70, total_rounds=88, total_fda_steps=21875, accuracy=0.8011000156402588, train_accuracy=0.8125)
EpochMetrics(epoch=71, total_rounds=90, total_fda_steps=22188, accuracy=0.7874000072479248, train_accuracy=0.78125)
EpochMetrics(epoch=72, total_rounds=92, total_fda_steps=22500, accuracy=0.8040000200271606, train_accuracy=0.81875)
EpochMetrics(epoch=73, total_rounds=93, total_fda_steps=22813, accuracy=0.8044000267982483, train_accuracy=0.775)
EpochMetrics(epoch=74, total_rounds=95, total_fda_steps=23125, accuracy=0.802299976348877, train_accuracy=0.7875)
EpochMetrics(epoch=75, total_rounds=97, total_fda_steps=23438, accuracy=0.8070999979972839, train_accuracy=0.8375)
EpochMetrics(epoch=76, total_rounds=98, total_fda_steps=23750, accuracy=0.7950000166893005, train_accuracy=0.78125)
EpochMetrics(epoch=77, total_rounds=100, total_fda_steps=24063, accuracy=0.8033999800682068, train_accuracy=0.85625)
EpochMetrics(epoch=78, total_rounds=102, total_fda_steps=24375, accuracy=0.8040000200271606, train_accuracy=0.825)
EpochMetrics(epoch=79, total_rounds=103, total_fda_steps=24688, accuracy=0.8054999709129333, train_accuracy=0.8375)
EpochMetrics(epoch=80, total_rounds=105, total_fda_steps=25000, accuracy=0.8004000186920166, train_accuracy=0.78125)
EpochMetrics(epoch=81, total_rounds=107, total_fda_steps=25313, accuracy=0.8023999929428101, train_accuracy=0.80625)
EpochMetrics(epoch=82, total_rounds=109, total_fda_steps=25625, accuracy=0.807200014591217, train_accuracy=0.86875)
EpochMetrics(epoch=83, total_rounds=110, total_fda_steps=25938, accuracy=0.8033000230789185, train_accuracy=0.825)
EpochMetrics(epoch=84, total_rounds=112, total_fda_steps=26250, accuracy=0.8057000041007996, train_accuracy=0.8625)
EpochMetrics(epoch=85, total_rounds=114, total_fda_steps=26563, accuracy=0.8050000071525574, train_accuracy=0.78125)
EpochMetrics(epoch=86, total_rounds=116, total_fda_steps=26875, accuracy=0.8098999857902527, train_accuracy=0.875)
EpochMetrics(epoch=87, total_rounds=118, total_fda_steps=27188, accuracy=0.8069999814033508, train_accuracy=0.81875)
EpochMetrics(epoch=88, total_rounds=119, total_fda_steps=27500, accuracy=0.8090000152587891, train_accuracy=0.81875)
EpochMetrics(epoch=89, total_rounds=121, total_fda_steps=27813, accuracy=0.8111000061035156, train_accuracy=0.75)
EpochMetrics(epoch=90, total_rounds=123, total_fda_steps=28125, accuracy=0.8001000285148621, train_accuracy=0.875)
EpochMetrics(epoch=91, total_rounds=125, total_fda_steps=28438, accuracy=0.8131999969482422, train_accuracy=0.71875)
EpochMetrics(epoch=92, total_rounds=127, total_fda_steps=28750, accuracy=0.8033999800682068, train_accuracy=0.81875)
EpochMetrics(epoch=93, total_rounds=129, total_fda_steps=29063, accuracy=0.8101000189781189, train_accuracy=0.7875)
EpochMetrics(epoch=94, total_rounds=131, total_fda_steps=29375, accuracy=0.8101000189781189, train_accuracy=0.84375)
EpochMetrics(epoch=95, total_rounds=133, total_fda_steps=29688, accuracy=0.8093000054359436, train_accuracy=0.8625)
EpochMetrics(epoch=96, total_rounds=135, total_fda_steps=30000, accuracy=0.8039000034332275, train_accuracy=0.85)
EpochMetrics(epoch=97, total_rounds=137, total_fda_steps=30313, accuracy=0.8058000206947327, train_accuracy=0.8375)
EpochMetrics(epoch=98, total_rounds=139, total_fda_steps=30625, accuracy=0.8111000061035156, train_accuracy=0.86875)
EpochMetrics(epoch=99, total_rounds=141, total_fda_steps=30938, accuracy=0.8123999834060669, train_accuracy=0.85625)
EpochMetrics(epoch=100, total_rounds=143, total_fda_steps=31250, accuracy=0.8129000067710876, train_accuracy=0.825)
EpochMetrics(epoch=101, total_rounds=145, total_fda_steps=31563, accuracy=0.8075000047683716, train_accuracy=0.875)
EpochMetrics(epoch=102, total_rounds=147, total_fda_steps=31875, accuracy=0.8086000084877014, train_accuracy=0.875)
EpochMetrics(epoch=103, total_rounds=149, total_fda_steps=32188, accuracy=0.8188999891281128, train_accuracy=0.88125)
EpochMetrics(epoch=104, total_rounds=151, total_fda_steps=32500, accuracy=0.8122000098228455, train_accuracy=0.85625)
EpochMetrics(epoch=105, total_rounds=153, total_fda_steps=32813, accuracy=0.8136000037193298, train_accuracy=0.88125)
EpochMetrics(epoch=106, total_rounds=155, total_fda_steps=33125, accuracy=0.8126000165939331, train_accuracy=0.825)
EpochMetrics(epoch=107, total_rounds=157, total_fda_steps=33438, accuracy=0.8062999844551086, train_accuracy=0.81875)
EpochMetrics(epoch=108, total_rounds=159, total_fda_steps=33750, accuracy=0.8113999962806702, train_accuracy=0.78125)
EpochMetrics(epoch=109, total_rounds=161, total_fda_steps=34063, accuracy=0.8126000165939331, train_accuracy=0.8375)
EpochMetrics(epoch=110, total_rounds=163, total_fda_steps=34375, accuracy=0.8141999840736389, train_accuracy=0.78125)
EpochMetrics(epoch=111, total_rounds=166, total_fda_steps=34688, accuracy=0.8072999715805054, train_accuracy=0.8625)
EpochMetrics(epoch=112, total_rounds=168, total_fda_steps=35000, accuracy=0.8144000172615051, train_accuracy=0.85)
EpochMetrics(epoch=113, total_rounds=170, total_fda_steps=35313, accuracy=0.8116000294685364, train_accuracy=0.875)
EpochMetrics(epoch=114, total_rounds=172, total_fda_steps=35625, accuracy=0.8052999973297119, train_accuracy=0.8125)
EpochMetrics(epoch=115, total_rounds=174, total_fda_steps=35938, accuracy=0.8021000027656555, train_accuracy=0.8)
EpochMetrics(epoch=116, total_rounds=176, total_fda_steps=36250, accuracy=0.8105999827384949, train_accuracy=0.74375)
EpochMetrics(epoch=117, total_rounds=179, total_fda_steps=36563, accuracy=0.8141999840736389, train_accuracy=0.89375)
EpochMetrics(epoch=118, total_rounds=181, total_fda_steps=36875, accuracy=0.8208000063896179, train_accuracy=0.875)
EpochMetrics(epoch=119, total_rounds=183, total_fda_steps=37188, accuracy=0.8188999891281128, train_accuracy=0.8375)
EpochMetrics(epoch=120, total_rounds=185, total_fda_steps=37500, accuracy=0.8090000152587891, train_accuracy=0.81875)
EpochMetrics(epoch=121, total_rounds=188, total_fda_steps=37813, accuracy=0.8145999908447266, train_accuracy=0.89375)
EpochMetrics(epoch=122, total_rounds=190, total_fda_steps=38125, accuracy=0.817300021648407, train_accuracy=0.85625)
EpochMetrics(epoch=123, total_rounds=192, total_fda_steps=38438, accuracy=0.8141000270843506, train_accuracy=0.8625)
EpochMetrics(epoch=124, total_rounds=194, total_fda_steps=38750, accuracy=0.8133000135421753, train_accuracy=0.8625)
EpochMetrics(epoch=125, total_rounds=197, total_fda_steps=39063, accuracy=0.807200014591217, train_accuracy=0.8875)
EpochMetrics(epoch=126, total_rounds=199, total_fda_steps=39375, accuracy=0.8201000094413757, train_accuracy=0.88125)
EpochMetrics(epoch=127, total_rounds=201, total_fda_steps=39688, accuracy=0.8123000264167786, train_accuracy=0.85625)
EpochMetrics(epoch=128, total_rounds=203, total_fda_steps=40000, accuracy=0.8090000152587891, train_accuracy=0.78125)
EpochMetrics(epoch=129, total_rounds=206, total_fda_steps=40313, accuracy=0.8105999827384949, train_accuracy=0.9)
EpochMetrics(epoch=130, total_rounds=208, total_fda_steps=40625, accuracy=0.8087999820709229, train_accuracy=0.81875)
EpochMetrics(epoch=131, total_rounds=210, total_fda_steps=40938, accuracy=0.8077999949455261, train_accuracy=0.8375)
EpochMetrics(epoch=132, total_rounds=213, total_fda_steps=41250, accuracy=0.8202000260353088, train_accuracy=0.84375)
EpochMetrics(epoch=133, total_rounds=215, total_fda_steps=41563, accuracy=0.8050000071525574, train_accuracy=0.88125)
EpochMetrics(epoch=134, total_rounds=217, total_fda_steps=41875, accuracy=0.8138999938964844, train_accuracy=0.8)
EpochMetrics(epoch=135, total_rounds=220, total_fda_steps=42188, accuracy=0.8113999962806702, train_accuracy=0.88125)
EpochMetrics(epoch=136, total_rounds=222, total_fda_steps=42500, accuracy=0.8095999956130981, train_accuracy=0.81875)
EpochMetrics(epoch=137, total_rounds=225, total_fda_steps=42813, accuracy=0.8158000111579895, train_accuracy=0.875)
EpochMetrics(epoch=138, total_rounds=227, total_fda_steps=43125, accuracy=0.8174999952316284, train_accuracy=0.90625)
EpochMetrics(epoch=139, total_rounds=229, total_fda_steps=43438, accuracy=0.8093000054359436, train_accuracy=0.85625)
EpochMetrics(epoch=140, total_rounds=232, total_fda_steps=43750, accuracy=0.809499979019165, train_accuracy=0.88125)
EpochMetrics(epoch=141, total_rounds=234, total_fda_steps=44063, accuracy=0.810699999332428, train_accuracy=0.88125)
EpochMetrics(epoch=142, total_rounds=237, total_fda_steps=44375, accuracy=0.8198000192642212, train_accuracy=0.91875)
EpochMetrics(epoch=143, total_rounds=239, total_fda_steps=44688, accuracy=0.8070999979972839, train_accuracy=0.79375)
EpochMetrics(epoch=144, total_rounds=241, total_fda_steps=45000, accuracy=0.8173999786376953, train_accuracy=0.74375)
EpochMetrics(epoch=145, total_rounds=244, total_fda_steps=45313, accuracy=0.8181999921798706, train_accuracy=0.86875)
EpochMetrics(epoch=146, total_rounds=246, total_fda_steps=45625, accuracy=0.800599992275238, train_accuracy=0.84375)
EpochMetrics(epoch=147, total_rounds=249, total_fda_steps=45938, accuracy=0.8165000081062317, train_accuracy=0.8625)
EpochMetrics(epoch=148, total_rounds=251, total_fda_steps=46250, accuracy=0.8166999816894531, train_accuracy=0.8625)
EpochMetrics(epoch=149, total_rounds=254, total_fda_steps=46563, accuracy=0.8185999989509583, train_accuracy=0.90625)
EpochMetrics(epoch=150, total_rounds=256, total_fda_steps=46875, accuracy=0.8112000226974487, train_accuracy=0.76875)
EpochMetrics(epoch=151, total_rounds=259, total_fda_steps=47188, accuracy=0.8202000260353088, train_accuracy=0.875)
EpochMetrics(epoch=152, total_rounds=261, total_fda_steps=47500, accuracy=0.8080000281333923, train_accuracy=0.83125)
EpochMetrics(epoch=153, total_rounds=264, total_fda_steps=47813, accuracy=0.8210999965667725, train_accuracy=0.9)
EpochMetrics(epoch=154, total_rounds=266, total_fda_steps=48125, accuracy=0.8179000020027161, train_accuracy=0.825)
EpochMetrics(epoch=155, total_rounds=269, total_fda_steps=48438, accuracy=0.8169999718666077, train_accuracy=0.86875)
EpochMetrics(epoch=156, total_rounds=271, total_fda_steps=48750, accuracy=0.8151000142097473, train_accuracy=0.8125)
EpochMetrics(epoch=157, total_rounds=274, total_fda_steps=49063, accuracy=0.8181999921798706, train_accuracy=0.9125)
EpochMetrics(epoch=158, total_rounds=276, total_fda_steps=49375, accuracy=0.8147000074386597, train_accuracy=0.825)
EpochMetrics(epoch=159, total_rounds=279, total_fda_steps=49688, accuracy=0.8098999857902527, train_accuracy=0.8875)
EpochMetrics(epoch=160, total_rounds=282, total_fda_steps=50000, accuracy=0.8233000040054321, train_accuracy=0.925)
EpochMetrics(epoch=161, total_rounds=284, total_fda_steps=50313, accuracy=0.8073999881744385, train_accuracy=0.875)
EpochMetrics(epoch=162, total_rounds=287, total_fda_steps=50625, accuracy=0.8183000087738037, train_accuracy=0.91875)
EpochMetrics(epoch=163, total_rounds=289, total_fda_steps=50938, accuracy=0.8228999972343445, train_accuracy=0.7625)
EpochMetrics(epoch=164, total_rounds=292, total_fda_steps=51250, accuracy=0.8166000247001648, train_accuracy=0.86875)
EpochMetrics(epoch=165, total_rounds=295, total_fda_steps=51563, accuracy=0.8198000192642212, train_accuracy=0.8875)
EpochMetrics(epoch=166, total_rounds=297, total_fda_steps=51875, accuracy=0.8130999803543091, train_accuracy=0.86875)
EpochMetrics(epoch=167, total_rounds=300, total_fda_steps=52188, accuracy=0.8141999840736389, train_accuracy=0.9375)
EpochMetrics(epoch=168, total_rounds=302, total_fda_steps=52500, accuracy=0.8105999827384949, train_accuracy=0.8)
EpochMetrics(epoch=169, total_rounds=305, total_fda_steps=52813, accuracy=0.8127999901771545, train_accuracy=0.9)
EpochMetrics(epoch=170, total_rounds=308, total_fda_steps=53125, accuracy=0.8179000020027161, train_accuracy=0.91875)
EpochMetrics(epoch=171, total_rounds=310, total_fda_steps=53438, accuracy=0.8170999884605408, train_accuracy=0.85625)
EpochMetrics(epoch=172, total_rounds=313, total_fda_steps=53750, accuracy=0.8101999759674072, train_accuracy=0.8625)
EpochMetrics(epoch=173, total_rounds=316, total_fda_steps=54063, accuracy=0.8136000037193298, train_accuracy=0.9125)
EpochMetrics(epoch=174, total_rounds=318, total_fda_steps=54375, accuracy=0.8119000196456909, train_accuracy=0.81875)
EpochMetrics(epoch=175, total_rounds=321, total_fda_steps=54688, accuracy=0.817799985408783, train_accuracy=0.89375)
EpochMetrics(epoch=176, total_rounds=323, total_fda_steps=55000, accuracy=0.8188999891281128, train_accuracy=0.775)
EpochMetrics(epoch=177, total_rounds=326, total_fda_steps=55313, accuracy=0.8105000257492065, train_accuracy=0.85)
EpochMetrics(epoch=178, total_rounds=329, total_fda_steps=55625, accuracy=0.8274999856948853, train_accuracy=0.94375)
EpochMetrics(epoch=179, total_rounds=331, total_fda_steps=55938, accuracy=0.8116999864578247, train_accuracy=0.81875)
EpochMetrics(epoch=180, total_rounds=334, total_fda_steps=56250, accuracy=0.8083000183105469, train_accuracy=0.86875)
EpochMetrics(epoch=181, total_rounds=337, total_fda_steps=56563, accuracy=0.8185999989509583, train_accuracy=0.89375)
EpochMetrics(epoch=182, total_rounds=339, total_fda_steps=56875, accuracy=0.8165000081062317, train_accuracy=0.8125)
EpochMetrics(epoch=183, total_rounds=342, total_fda_steps=57188, accuracy=0.8145999908447266, train_accuracy=0.88125)
EpochMetrics(epoch=184, total_rounds=345, total_fda_steps=57500, accuracy=0.8176000118255615, train_accuracy=0.94375)
EpochMetrics(epoch=185, total_rounds=348, total_fda_steps=57813, accuracy=0.8144999742507935, train_accuracy=0.90625)
EpochMetrics(epoch=186, total_rounds=350, total_fda_steps=58125, accuracy=0.8070999979972839, train_accuracy=0.79375)
EpochMetrics(epoch=187, total_rounds=353, total_fda_steps=58438, accuracy=0.8101999759674072, train_accuracy=0.8875)
EpochMetrics(epoch=188, total_rounds=356, total_fda_steps=58750, accuracy=0.8219000101089478, train_accuracy=0.91875)
EpochMetrics(epoch=189, total_rounds=359, total_fda_steps=59063, accuracy=0.8126999735832214, train_accuracy=0.90625)
EpochMetrics(epoch=190, total_rounds=361, total_fda_steps=59375, accuracy=0.8052999973297119, train_accuracy=0.775)
EpochMetrics(epoch=191, total_rounds=364, total_fda_steps=59688, accuracy=0.8113999962806702, train_accuracy=0.86875)
EpochMetrics(epoch=192, total_rounds=367, total_fda_steps=60000, accuracy=0.8176000118255615, train_accuracy=0.9125)
EpochMetrics(epoch=193, total_rounds=369, total_fda_steps=60313, accuracy=0.8155999779701233, train_accuracy=0.84375)
EpochMetrics(epoch=194, total_rounds=372, total_fda_steps=60625, accuracy=0.815500020980835, train_accuracy=0.88125)
EpochMetrics(epoch=195, total_rounds=375, total_fda_steps=60938, accuracy=0.8170999884605408, train_accuracy=0.9125)
EpochMetrics(epoch=196, total_rounds=378, total_fda_steps=61250, accuracy=0.8184999823570251, train_accuracy=0.90625)
EpochMetrics(epoch=197, total_rounds=380, total_fda_steps=61563, accuracy=0.8162999749183655, train_accuracy=0.8625)
EpochMetrics(epoch=198, total_rounds=383, total_fda_steps=61875, accuracy=0.8215000033378601, train_accuracy=0.83125)
EpochMetrics(epoch=199, total_rounds=386, total_fda_steps=62188, accuracy=0.8094000220298767, train_accuracy=0.88125)
EpochMetrics(epoch=200, total_rounds=389, total_fda_steps=62500, accuracy=0.823199987411499, train_accuracy=0.925)
EpochMetrics(epoch=201, total_rounds=392, total_fda_steps=62813, accuracy=0.814300000667572, train_accuracy=0.90625)
EpochMetrics(epoch=202, total_rounds=394, total_fda_steps=63125, accuracy=0.8149999976158142, train_accuracy=0.80625)
EpochMetrics(epoch=203, total_rounds=397, total_fda_steps=63438, accuracy=0.8086000084877014, train_accuracy=0.825)
EpochMetrics(epoch=204, total_rounds=400, total_fda_steps=63750, accuracy=0.8166000247001648, train_accuracy=0.83125)
EpochMetrics(epoch=205, total_rounds=403, total_fda_steps=64063, accuracy=0.8169999718666077, train_accuracy=0.86875)
EpochMetrics(epoch=206, total_rounds=406, total_fda_steps=64375, accuracy=0.8156999945640564, train_accuracy=0.90625)
EpochMetrics(epoch=207, total_rounds=409, total_fda_steps=64688, accuracy=0.8140000104904175, train_accuracy=0.95)
EpochMetrics(epoch=208, total_rounds=411, total_fda_steps=65000, accuracy=0.805899977684021, train_accuracy=0.875)
EpochMetrics(epoch=209, total_rounds=414, total_fda_steps=65313, accuracy=0.810699999332428, train_accuracy=0.90625)
EpochMetrics(epoch=210, total_rounds=417, total_fda_steps=65625, accuracy=0.8176000118255615, train_accuracy=0.85625)
EpochMetrics(epoch=211, total_rounds=420, total_fda_steps=65938, accuracy=0.8119000196456909, train_accuracy=0.9125)
EpochMetrics(epoch=212, total_rounds=423, total_fda_steps=66250, accuracy=0.8215000033378601, train_accuracy=0.925)
EpochMetrics(epoch=213, total_rounds=426, total_fda_steps=66563, accuracy=0.8151000142097473, train_accuracy=0.94375)
EpochMetrics(epoch=214, total_rounds=428, total_fda_steps=66875, accuracy=0.8052999973297119, train_accuracy=0.86875)
EpochMetrics(epoch=215, total_rounds=431, total_fda_steps=67188, accuracy=0.804099977016449, train_accuracy=0.8875)
EpochMetrics(epoch=216, total_rounds=434, total_fda_steps=67500, accuracy=0.8155999779701233, train_accuracy=0.89375)
EpochMetrics(epoch=217, total_rounds=437, total_fda_steps=67813, accuracy=0.8154000043869019, train_accuracy=0.875)
EpochMetrics(epoch=218, total_rounds=440, total_fda_steps=68125, accuracy=0.8133000135421753, train_accuracy=0.95)
EpochMetrics(epoch=219, total_rounds=442, total_fda_steps=68438, accuracy=0.8169000148773193, train_accuracy=0.79375)
EpochMetrics(epoch=220, total_rounds=445, total_fda_steps=68750, accuracy=0.8101000189781189, train_accuracy=0.83125)
EpochMetrics(epoch=221, total_rounds=448, total_fda_steps=69063, accuracy=0.8120999932289124, train_accuracy=0.825)
EpochMetrics(epoch=222, total_rounds=451, total_fda_steps=69375, accuracy=0.8141000270843506, train_accuracy=0.90625)
EpochMetrics(epoch=223, total_rounds=454, total_fda_steps=69688, accuracy=0.817799985408783, train_accuracy=0.8875)
EpochMetrics(epoch=224, total_rounds=457, total_fda_steps=70000, accuracy=0.8126999735832214, train_accuracy=0.91875)
EpochMetrics(epoch=225, total_rounds=460, total_fda_steps=70313, accuracy=0.8087999820709229, train_accuracy=0.93125)
EpochMetrics(epoch=226, total_rounds=463, total_fda_steps=70625, accuracy=0.8066999912261963, train_accuracy=0.93125)
EpochMetrics(epoch=227, total_rounds=465, total_fda_steps=70938, accuracy=0.8137999773025513, train_accuracy=0.8125)
EpochMetrics(epoch=228, total_rounds=468, total_fda_steps=71250, accuracy=0.8174999952316284, train_accuracy=0.85625)
