Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : sketch
Num Clients : 25
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 350.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=11, total_fda_steps=63, accuracy=0.10010000318288803, train_accuracy=0.1925)
EpochMetrics(epoch=16, total_rounds=21, total_fda_steps=1000, accuracy=0.4781000018119812, train_accuracy=0.4975)
EpochMetrics(epoch=17, total_rounds=22, total_fda_steps=1063, accuracy=0.45969998836517334, train_accuracy=0.47625)
EpochMetrics(epoch=18, total_rounds=22, total_fda_steps=1125, accuracy=0.4959000051021576, train_accuracy=0.47)
EpochMetrics(epoch=19, total_rounds=22, total_fda_steps=1188, accuracy=0.505299985408783, train_accuracy=0.51125)
EpochMetrics(epoch=20, total_rounds=22, total_fda_steps=1250, accuracy=0.5152000188827515, train_accuracy=0.54)
EpochMetrics(epoch=21, total_rounds=23, total_fda_steps=1313, accuracy=0.525600016117096, train_accuracy=0.5125)
EpochMetrics(epoch=22, total_rounds=23, total_fda_steps=1375, accuracy=0.5224000215530396, train_accuracy=0.5475)
EpochMetrics(epoch=23, total_rounds=23, total_fda_steps=1438, accuracy=0.5105999708175659, train_accuracy=0.54)
EpochMetrics(epoch=24, total_rounds=24, total_fda_steps=1500, accuracy=0.5342000126838684, train_accuracy=0.56)
EpochMetrics(epoch=25, total_rounds=25, total_fda_steps=1563, accuracy=0.5080999732017517, train_accuracy=0.55875)
EpochMetrics(epoch=26, total_rounds=25, total_fda_steps=1625, accuracy=0.5453000068664551, train_accuracy=0.54375)
EpochMetrics(epoch=27, total_rounds=25, total_fda_steps=1688, accuracy=0.5163999795913696, train_accuracy=0.5275)
EpochMetrics(epoch=28, total_rounds=26, total_fda_steps=1750, accuracy=0.5250999927520752, train_accuracy=0.54125)
EpochMetrics(epoch=29, total_rounds=26, total_fda_steps=1813, accuracy=0.510699987411499, train_accuracy=0.55625)
EpochMetrics(epoch=30, total_rounds=27, total_fda_steps=1875, accuracy=0.5041000247001648, train_accuracy=0.52)
EpochMetrics(epoch=31, total_rounds=28, total_fda_steps=1938, accuracy=0.5313000082969666, train_accuracy=0.6025)
EpochMetrics(epoch=32, total_rounds=28, total_fda_steps=2000, accuracy=0.5333999991416931, train_accuracy=0.5675)
EpochMetrics(epoch=33, total_rounds=29, total_fda_steps=2063, accuracy=0.5580999851226807, train_accuracy=0.5775)
EpochMetrics(epoch=34, total_rounds=29, total_fda_steps=2125, accuracy=0.5982000231742859, train_accuracy=0.5625)
EpochMetrics(epoch=35, total_rounds=30, total_fda_steps=2188, accuracy=0.6144999861717224, train_accuracy=0.565)
EpochMetrics(epoch=36, total_rounds=31, total_fda_steps=2250, accuracy=0.6068000197410583, train_accuracy=0.6025)
EpochMetrics(epoch=37, total_rounds=31, total_fda_steps=2313, accuracy=0.6055999994277954, train_accuracy=0.57125)
EpochMetrics(epoch=38, total_rounds=32, total_fda_steps=2375, accuracy=0.6133000254631042, train_accuracy=0.58)
EpochMetrics(epoch=39, total_rounds=33, total_fda_steps=2438, accuracy=0.6245999932289124, train_accuracy=0.59875)
EpochMetrics(epoch=40, total_rounds=33, total_fda_steps=2500, accuracy=0.6323000192642212, train_accuracy=0.66625)
EpochMetrics(epoch=41, total_rounds=34, total_fda_steps=2563, accuracy=0.6395000219345093, train_accuracy=0.5875)
EpochMetrics(epoch=42, total_rounds=35, total_fda_steps=2625, accuracy=0.6388999819755554, train_accuracy=0.64625)
EpochMetrics(epoch=43, total_rounds=37, total_fda_steps=2688, accuracy=0.6244000196456909, train_accuracy=0.6325)
EpochMetrics(epoch=44, total_rounds=37, total_fda_steps=2750, accuracy=0.6455000042915344, train_accuracy=0.625)
EpochMetrics(epoch=45, total_rounds=38, total_fda_steps=2813, accuracy=0.6571999788284302, train_accuracy=0.635)
EpochMetrics(epoch=46, total_rounds=39, total_fda_steps=2875, accuracy=0.6669999957084656, train_accuracy=0.645)
EpochMetrics(epoch=47, total_rounds=39, total_fda_steps=2938, accuracy=0.6722000241279602, train_accuracy=0.6225)
EpochMetrics(epoch=48, total_rounds=40, total_fda_steps=3000, accuracy=0.6711000204086304, train_accuracy=0.65375)
EpochMetrics(epoch=49, total_rounds=41, total_fda_steps=3063, accuracy=0.6743999719619751, train_accuracy=0.65)
EpochMetrics(epoch=50, total_rounds=41, total_fda_steps=3125, accuracy=0.6704999804496765, train_accuracy=0.66125)
EpochMetrics(epoch=51, total_rounds=42, total_fda_steps=3188, accuracy=0.6812999844551086, train_accuracy=0.665)
EpochMetrics(epoch=52, total_rounds=43, total_fda_steps=3250, accuracy=0.6854000091552734, train_accuracy=0.70125)
EpochMetrics(epoch=53, total_rounds=44, total_fda_steps=3313, accuracy=0.6776999831199646, train_accuracy=0.68125)
EpochMetrics(epoch=54, total_rounds=44, total_fda_steps=3375, accuracy=0.6901999711990356, train_accuracy=0.695)
EpochMetrics(epoch=55, total_rounds=45, total_fda_steps=3438, accuracy=0.6962000131607056, train_accuracy=0.67)
EpochMetrics(epoch=56, total_rounds=46, total_fda_steps=3500, accuracy=0.7023000121116638, train_accuracy=0.70875)
EpochMetrics(epoch=57, total_rounds=47, total_fda_steps=3563, accuracy=0.6916999816894531, train_accuracy=0.65)
EpochMetrics(epoch=58, total_rounds=48, total_fda_steps=3625, accuracy=0.7050999999046326, train_accuracy=0.70125)
EpochMetrics(epoch=59, total_rounds=48, total_fda_steps=3688, accuracy=0.7071999907493591, train_accuracy=0.67875)
EpochMetrics(epoch=60, total_rounds=49, total_fda_steps=3750, accuracy=0.7031000256538391, train_accuracy=0.6875)
EpochMetrics(epoch=61, total_rounds=50, total_fda_steps=3813, accuracy=0.7056999802589417, train_accuracy=0.7025)
EpochMetrics(epoch=62, total_rounds=50, total_fda_steps=3875, accuracy=0.70169997215271, train_accuracy=0.71375)
EpochMetrics(epoch=63, total_rounds=51, total_fda_steps=3938, accuracy=0.7139000296592712, train_accuracy=0.72125)
EpochMetrics(epoch=64, total_rounds=51, total_fda_steps=4000, accuracy=0.7170000076293945, train_accuracy=0.73)
EpochMetrics(epoch=65, total_rounds=52, total_fda_steps=4063, accuracy=0.7214999794960022, train_accuracy=0.72125)
EpochMetrics(epoch=66, total_rounds=52, total_fda_steps=4125, accuracy=0.7293999791145325, train_accuracy=0.74125)
EpochMetrics(epoch=67, total_rounds=53, total_fda_steps=4188, accuracy=0.7265999913215637, train_accuracy=0.74625)
EpochMetrics(epoch=68, total_rounds=54, total_fda_steps=4250, accuracy=0.7213000059127808, train_accuracy=0.7)
EpochMetrics(epoch=69, total_rounds=54, total_fda_steps=4313, accuracy=0.724399983882904, train_accuracy=0.74625)
EpochMetrics(epoch=70, total_rounds=55, total_fda_steps=4375, accuracy=0.732699990272522, train_accuracy=0.71375)
EpochMetrics(epoch=71, total_rounds=55, total_fda_steps=4438, accuracy=0.734499990940094, train_accuracy=0.72625)
EpochMetrics(epoch=72, total_rounds=56, total_fda_steps=4500, accuracy=0.7383000254631042, train_accuracy=0.7475)
EpochMetrics(epoch=73, total_rounds=56, total_fda_steps=4563, accuracy=0.7347999811172485, train_accuracy=0.75375)
EpochMetrics(epoch=74, total_rounds=57, total_fda_steps=4625, accuracy=0.7441999912261963, train_accuracy=0.76125)
EpochMetrics(epoch=75, total_rounds=57, total_fda_steps=4688, accuracy=0.7407000064849854, train_accuracy=0.7475)
EpochMetrics(epoch=76, total_rounds=58, total_fda_steps=4750, accuracy=0.7444000244140625, train_accuracy=0.7825)
EpochMetrics(epoch=77, total_rounds=59, total_fda_steps=4813, accuracy=0.7421000003814697, train_accuracy=0.73875)
EpochMetrics(epoch=78, total_rounds=59, total_fda_steps=4875, accuracy=0.7364000082015991, train_accuracy=0.7725)
EpochMetrics(epoch=79, total_rounds=60, total_fda_steps=4938, accuracy=0.7461000084877014, train_accuracy=0.74625)
EpochMetrics(epoch=80, total_rounds=61, total_fda_steps=5000, accuracy=0.7452999949455261, train_accuracy=0.78875)
EpochMetrics(epoch=81, total_rounds=61, total_fda_steps=5063, accuracy=0.7476999759674072, train_accuracy=0.7575)
EpochMetrics(epoch=82, total_rounds=62, total_fda_steps=5125, accuracy=0.7476000189781189, train_accuracy=0.75875)
EpochMetrics(epoch=83, total_rounds=62, total_fda_steps=5188, accuracy=0.7488999962806702, train_accuracy=0.77375)
EpochMetrics(epoch=84, total_rounds=63, total_fda_steps=5250, accuracy=0.7497000098228455, train_accuracy=0.7575)
EpochMetrics(epoch=85, total_rounds=63, total_fda_steps=5313, accuracy=0.7462000250816345, train_accuracy=0.80125)
EpochMetrics(epoch=86, total_rounds=64, total_fda_steps=5375, accuracy=0.7537999749183655, train_accuracy=0.7725)
EpochMetrics(epoch=87, total_rounds=64, total_fda_steps=5438, accuracy=0.7516999840736389, train_accuracy=0.78375)
EpochMetrics(epoch=88, total_rounds=65, total_fda_steps=5500, accuracy=0.7540000081062317, train_accuracy=0.7875)
EpochMetrics(epoch=89, total_rounds=66, total_fda_steps=5563, accuracy=0.7588000297546387, train_accuracy=0.7825)
EpochMetrics(epoch=90, total_rounds=66, total_fda_steps=5625, accuracy=0.7594000101089478, train_accuracy=0.82)
EpochMetrics(epoch=91, total_rounds=67, total_fda_steps=5688, accuracy=0.7580000162124634, train_accuracy=0.78125)
EpochMetrics(epoch=92, total_rounds=67, total_fda_steps=5750, accuracy=0.7616000175476074, train_accuracy=0.8075)
EpochMetrics(epoch=93, total_rounds=68, total_fda_steps=5813, accuracy=0.7605999708175659, train_accuracy=0.78375)
EpochMetrics(epoch=94, total_rounds=68, total_fda_steps=5875, accuracy=0.7587000131607056, train_accuracy=0.81)
EpochMetrics(epoch=95, total_rounds=69, total_fda_steps=5938, accuracy=0.7627000212669373, train_accuracy=0.78375)
EpochMetrics(epoch=96, total_rounds=69, total_fda_steps=6000, accuracy=0.7648000121116638, train_accuracy=0.7925)
EpochMetrics(epoch=97, total_rounds=70, total_fda_steps=6063, accuracy=0.7626000046730042, train_accuracy=0.7875)
EpochMetrics(epoch=98, total_rounds=70, total_fda_steps=6125, accuracy=0.7634999752044678, train_accuracy=0.8075)
EpochMetrics(epoch=99, total_rounds=71, total_fda_steps=6188, accuracy=0.7598999738693237, train_accuracy=0.8125)
EpochMetrics(epoch=100, total_rounds=71, total_fda_steps=6250, accuracy=0.760699987411499, train_accuracy=0.81)
EpochMetrics(epoch=101, total_rounds=72, total_fda_steps=6313, accuracy=0.7664999961853027, train_accuracy=0.79875)
EpochMetrics(epoch=102, total_rounds=72, total_fda_steps=6375, accuracy=0.7663000226020813, train_accuracy=0.79375)
EpochMetrics(epoch=103, total_rounds=73, total_fda_steps=6438, accuracy=0.766700029373169, train_accuracy=0.825)
EpochMetrics(epoch=104, total_rounds=74, total_fda_steps=6500, accuracy=0.7663000226020813, train_accuracy=0.80375)
EpochMetrics(epoch=105, total_rounds=74, total_fda_steps=6563, accuracy=0.7687000036239624, train_accuracy=0.79375)
EpochMetrics(epoch=106, total_rounds=75, total_fda_steps=6625, accuracy=0.7710000276565552, train_accuracy=0.79625)
EpochMetrics(epoch=107, total_rounds=75, total_fda_steps=6688, accuracy=0.7746000289916992, train_accuracy=0.82125)
EpochMetrics(epoch=108, total_rounds=76, total_fda_steps=6750, accuracy=0.7699999809265137, train_accuracy=0.78375)
EpochMetrics(epoch=109, total_rounds=76, total_fda_steps=6813, accuracy=0.7688999772071838, train_accuracy=0.825)
EpochMetrics(epoch=110, total_rounds=77, total_fda_steps=6875, accuracy=0.7754999995231628, train_accuracy=0.82125)
EpochMetrics(epoch=111, total_rounds=77, total_fda_steps=6938, accuracy=0.7727000117301941, train_accuracy=0.81)
EpochMetrics(epoch=112, total_rounds=78, total_fda_steps=7000, accuracy=0.7759000062942505, train_accuracy=0.78875)
EpochMetrics(epoch=113, total_rounds=78, total_fda_steps=7063, accuracy=0.7718999981880188, train_accuracy=0.8325)
EpochMetrics(epoch=114, total_rounds=79, total_fda_steps=7125, accuracy=0.774399995803833, train_accuracy=0.8075)
EpochMetrics(epoch=115, total_rounds=79, total_fda_steps=7188, accuracy=0.7718999981880188, train_accuracy=0.86875)
EpochMetrics(epoch=116, total_rounds=80, total_fda_steps=7250, accuracy=0.774399995803833, train_accuracy=0.83375)
EpochMetrics(epoch=117, total_rounds=80, total_fda_steps=7313, accuracy=0.7745000123977661, train_accuracy=0.835)
EpochMetrics(epoch=118, total_rounds=81, total_fda_steps=7375, accuracy=0.7774999737739563, train_accuracy=0.8)
EpochMetrics(epoch=119, total_rounds=82, total_fda_steps=7438, accuracy=0.7814000248908997, train_accuracy=0.8225)
EpochMetrics(epoch=120, total_rounds=82, total_fda_steps=7500, accuracy=0.7795000076293945, train_accuracy=0.84875)
EpochMetrics(epoch=121, total_rounds=83, total_fda_steps=7563, accuracy=0.7786999940872192, train_accuracy=0.8225)
EpochMetrics(epoch=122, total_rounds=83, total_fda_steps=7625, accuracy=0.7767999768257141, train_accuracy=0.85625)
EpochMetrics(epoch=123, total_rounds=84, total_fda_steps=7688, accuracy=0.785099983215332, train_accuracy=0.8175)
EpochMetrics(epoch=124, total_rounds=84, total_fda_steps=7750, accuracy=0.7820000052452087, train_accuracy=0.8375)
EpochMetrics(epoch=125, total_rounds=85, total_fda_steps=7813, accuracy=0.7831000089645386, train_accuracy=0.8375)
EpochMetrics(epoch=126, total_rounds=86, total_fda_steps=7875, accuracy=0.7811999917030334, train_accuracy=0.86)
EpochMetrics(epoch=127, total_rounds=86, total_fda_steps=7938, accuracy=0.7811999917030334, train_accuracy=0.85625)
EpochMetrics(epoch=128, total_rounds=87, total_fda_steps=8000, accuracy=0.7868000268936157, train_accuracy=0.835)
EpochMetrics(epoch=129, total_rounds=87, total_fda_steps=8063, accuracy=0.7782999873161316, train_accuracy=0.80875)
EpochMetrics(epoch=130, total_rounds=88, total_fda_steps=8125, accuracy=0.7832000255584717, train_accuracy=0.84)
EpochMetrics(epoch=131, total_rounds=89, total_fda_steps=8188, accuracy=0.7836999893188477, train_accuracy=0.8325)
EpochMetrics(epoch=132, total_rounds=89, total_fda_steps=8250, accuracy=0.7864000201225281, train_accuracy=0.8125)
EpochMetrics(epoch=133, total_rounds=90, total_fda_steps=8313, accuracy=0.788100004196167, train_accuracy=0.79875)
EpochMetrics(epoch=134, total_rounds=90, total_fda_steps=8375, accuracy=0.7849000096321106, train_accuracy=0.84)
EpochMetrics(epoch=135, total_rounds=91, total_fda_steps=8438, accuracy=0.78329998254776, train_accuracy=0.85125)
EpochMetrics(epoch=136, total_rounds=92, total_fda_steps=8500, accuracy=0.7809000015258789, train_accuracy=0.84375)
EpochMetrics(epoch=137, total_rounds=92, total_fda_steps=8563, accuracy=0.7860000133514404, train_accuracy=0.835)
EpochMetrics(epoch=138, total_rounds=93, total_fda_steps=8625, accuracy=0.7875999808311462, train_accuracy=0.86)
