Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : naive
Num Clients : 5
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 350.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=17, total_fda_steps=313, accuracy=0.2881999909877777, train_accuracy=0.34375)
EpochMetrics(epoch=125, total_rounds=323, total_fda_steps=39063, accuracy=0.8140000104904175, train_accuracy=0.95)
EpochMetrics(epoch=126, total_rounds=327, total_fda_steps=39375, accuracy=0.8068000078201294, train_accuracy=0.85625)
EpochMetrics(epoch=127, total_rounds=331, total_fda_steps=39688, accuracy=0.8087999820709229, train_accuracy=0.8625)
EpochMetrics(epoch=128, total_rounds=335, total_fda_steps=40000, accuracy=0.7990999817848206, train_accuracy=0.91875)
EpochMetrics(epoch=129, total_rounds=338, total_fda_steps=40313, accuracy=0.8050000071525574, train_accuracy=0.80625)
EpochMetrics(epoch=130, total_rounds=342, total_fda_steps=40625, accuracy=0.8025000095367432, train_accuracy=0.80625)
EpochMetrics(epoch=131, total_rounds=346, total_fda_steps=40938, accuracy=0.8091999888420105, train_accuracy=0.84375)
EpochMetrics(epoch=132, total_rounds=350, total_fda_steps=41250, accuracy=0.8129000067710876, train_accuracy=0.8875)
EpochMetrics(epoch=133, total_rounds=354, total_fda_steps=41563, accuracy=0.8041999936103821, train_accuracy=0.86875)
EpochMetrics(epoch=134, total_rounds=358, total_fda_steps=41875, accuracy=0.8023999929428101, train_accuracy=0.81875)
EpochMetrics(epoch=135, total_rounds=362, total_fda_steps=42188, accuracy=0.8154000043869019, train_accuracy=0.875)
EpochMetrics(epoch=136, total_rounds=366, total_fda_steps=42500, accuracy=0.8082000017166138, train_accuracy=0.8625)
EpochMetrics(epoch=137, total_rounds=370, total_fda_steps=42813, accuracy=0.8131999969482422, train_accuracy=0.88125)
EpochMetrics(epoch=138, total_rounds=374, total_fda_steps=43125, accuracy=0.8076000213623047, train_accuracy=0.85)
EpochMetrics(epoch=139, total_rounds=378, total_fda_steps=43438, accuracy=0.8100000023841858, train_accuracy=0.85625)
EpochMetrics(epoch=140, total_rounds=382, total_fda_steps=43750, accuracy=0.8126999735832214, train_accuracy=0.9125)
EpochMetrics(epoch=141, total_rounds=386, total_fda_steps=44063, accuracy=0.8047999739646912, train_accuracy=0.85625)
EpochMetrics(epoch=142, total_rounds=390, total_fda_steps=44375, accuracy=0.8022000193595886, train_accuracy=0.83125)
EpochMetrics(epoch=143, total_rounds=394, total_fda_steps=44688, accuracy=0.8044000267982483, train_accuracy=0.825)
EpochMetrics(epoch=144, total_rounds=398, total_fda_steps=45000, accuracy=0.8101999759674072, train_accuracy=0.85)
EpochMetrics(epoch=145, total_rounds=403, total_fda_steps=45313, accuracy=0.803600013256073, train_accuracy=0.94375)
EpochMetrics(epoch=146, total_rounds=407, total_fda_steps=45625, accuracy=0.8012999892234802, train_accuracy=0.925)
EpochMetrics(epoch=147, total_rounds=411, total_fda_steps=45938, accuracy=0.8093000054359436, train_accuracy=0.93125)
EpochMetrics(epoch=148, total_rounds=415, total_fda_steps=46250, accuracy=0.8119999766349792, train_accuracy=0.91875)
EpochMetrics(epoch=149, total_rounds=419, total_fda_steps=46563, accuracy=0.8090999722480774, train_accuracy=0.8875)
EpochMetrics(epoch=150, total_rounds=423, total_fda_steps=46875, accuracy=0.8070999979972839, train_accuracy=0.90625)
EpochMetrics(epoch=151, total_rounds=427, total_fda_steps=47188, accuracy=0.8144000172615051, train_accuracy=0.89375)
EpochMetrics(epoch=152, total_rounds=431, total_fda_steps=47500, accuracy=0.8061000108718872, train_accuracy=0.875)
EpochMetrics(epoch=153, total_rounds=435, total_fda_steps=47813, accuracy=0.8001000285148621, train_accuracy=0.84375)
EpochMetrics(epoch=154, total_rounds=440, total_fda_steps=48125, accuracy=0.8072999715805054, train_accuracy=0.8875)
EpochMetrics(epoch=155, total_rounds=444, total_fda_steps=48438, accuracy=0.8119000196456909, train_accuracy=0.91875)
EpochMetrics(epoch=156, total_rounds=448, total_fda_steps=48750, accuracy=0.8101000189781189, train_accuracy=0.84375)
EpochMetrics(epoch=157, total_rounds=452, total_fda_steps=49063, accuracy=0.8141999840736389, train_accuracy=0.875)
EpochMetrics(epoch=158, total_rounds=456, total_fda_steps=49375, accuracy=0.8066999912261963, train_accuracy=0.83125)
EpochMetrics(epoch=159, total_rounds=461, total_fda_steps=49688, accuracy=0.8065000176429749, train_accuracy=0.925)
EpochMetrics(epoch=160, total_rounds=465, total_fda_steps=50000, accuracy=0.8169000148773193, train_accuracy=0.9125)
EpochMetrics(epoch=161, total_rounds=469, total_fda_steps=50313, accuracy=0.8113999962806702, train_accuracy=0.8625)
EpochMetrics(epoch=162, total_rounds=473, total_fda_steps=50625, accuracy=0.8133999705314636, train_accuracy=0.85)
EpochMetrics(epoch=163, total_rounds=477, total_fda_steps=50938, accuracy=0.8064000010490417, train_accuracy=0.76875)
EpochMetrics(epoch=164, total_rounds=482, total_fda_steps=51250, accuracy=0.807699978351593, train_accuracy=0.925)
EpochMetrics(epoch=165, total_rounds=486, total_fda_steps=51563, accuracy=0.8130999803543091, train_accuracy=0.85)
EpochMetrics(epoch=166, total_rounds=490, total_fda_steps=51875, accuracy=0.8131999969482422, train_accuracy=0.83125)
EpochMetrics(epoch=167, total_rounds=494, total_fda_steps=52188, accuracy=0.8048999905586243, train_accuracy=0.75625)
EpochMetrics(epoch=168, total_rounds=499, total_fda_steps=52500, accuracy=0.8097000122070312, train_accuracy=0.91875)
EpochMetrics(epoch=169, total_rounds=503, total_fda_steps=52813, accuracy=0.8125, train_accuracy=0.85625)
EpochMetrics(epoch=170, total_rounds=507, total_fda_steps=53125, accuracy=0.8062000274658203, train_accuracy=0.925)
EpochMetrics(epoch=171, total_rounds=512, total_fda_steps=53438, accuracy=0.807699978351593, train_accuracy=0.95625)
EpochMetrics(epoch=172, total_rounds=516, total_fda_steps=53750, accuracy=0.8051000237464905, train_accuracy=0.8875)
EpochMetrics(epoch=173, total_rounds=520, total_fda_steps=54063, accuracy=0.8087999820709229, train_accuracy=0.85)
EpochMetrics(epoch=174, total_rounds=525, total_fda_steps=54375, accuracy=0.8105000257492065, train_accuracy=0.8625)
EpochMetrics(epoch=175, total_rounds=529, total_fda_steps=54688, accuracy=0.8016999959945679, train_accuracy=0.89375)
EpochMetrics(epoch=176, total_rounds=533, total_fda_steps=55000, accuracy=0.8105999827384949, train_accuracy=0.9)
EpochMetrics(epoch=177, total_rounds=537, total_fda_steps=55313, accuracy=0.7944999933242798, train_accuracy=0.79375)
EpochMetrics(epoch=178, total_rounds=542, total_fda_steps=55625, accuracy=0.8082000017166138, train_accuracy=0.91875)
EpochMetrics(epoch=179, total_rounds=546, total_fda_steps=55938, accuracy=0.8086000084877014, train_accuracy=0.9125)
EpochMetrics(epoch=180, total_rounds=551, total_fda_steps=56250, accuracy=0.810699999332428, train_accuracy=0.93125)
EpochMetrics(epoch=181, total_rounds=555, total_fda_steps=56563, accuracy=0.8109999895095825, train_accuracy=0.94375)
EpochMetrics(epoch=182, total_rounds=559, total_fda_steps=56875, accuracy=0.8065000176429749, train_accuracy=0.8625)
EpochMetrics(epoch=183, total_rounds=564, total_fda_steps=57188, accuracy=0.807699978351593, train_accuracy=0.925)
EpochMetrics(epoch=184, total_rounds=568, total_fda_steps=57500, accuracy=0.8140000104904175, train_accuracy=0.85625)
EpochMetrics(epoch=185, total_rounds=573, total_fda_steps=57813, accuracy=0.8112999796867371, train_accuracy=0.94375)
EpochMetrics(epoch=186, total_rounds=577, total_fda_steps=58125, accuracy=0.8079000115394592, train_accuracy=0.95)
EpochMetrics(epoch=187, total_rounds=581, total_fda_steps=58438, accuracy=0.802299976348877, train_accuracy=0.8)
EpochMetrics(epoch=188, total_rounds=586, total_fda_steps=58750, accuracy=0.8101999759674072, train_accuracy=0.925)
EpochMetrics(epoch=189, total_rounds=590, total_fda_steps=59063, accuracy=0.8113999962806702, train_accuracy=0.9)
EpochMetrics(epoch=190, total_rounds=595, total_fda_steps=59375, accuracy=0.8009999990463257, train_accuracy=0.95625)
EpochMetrics(epoch=191, total_rounds=599, total_fda_steps=59688, accuracy=0.8101000189781189, train_accuracy=0.85625)
EpochMetrics(epoch=192, total_rounds=604, total_fda_steps=60000, accuracy=0.8086000084877014, train_accuracy=0.94375)
EpochMetrics(epoch=193, total_rounds=608, total_fda_steps=60313, accuracy=0.8062000274658203, train_accuracy=0.9125)
EpochMetrics(epoch=194, total_rounds=612, total_fda_steps=60625, accuracy=0.8052999973297119, train_accuracy=0.81875)
EpochMetrics(epoch=195, total_rounds=617, total_fda_steps=60938, accuracy=0.8173999786376953, train_accuracy=0.9375)
EpochMetrics(epoch=196, total_rounds=621, total_fda_steps=61250, accuracy=0.8047000169754028, train_accuracy=0.86875)
EpochMetrics(epoch=197, total_rounds=626, total_fda_steps=61563, accuracy=0.8058000206947327, train_accuracy=0.925)
EpochMetrics(epoch=198, total_rounds=630, total_fda_steps=61875, accuracy=0.8208000063896179, train_accuracy=0.8375)
EpochMetrics(epoch=199, total_rounds=635, total_fda_steps=62188, accuracy=0.8032000064849854, train_accuracy=0.8875)
EpochMetrics(epoch=200, total_rounds=639, total_fda_steps=62500, accuracy=0.8115000128746033, train_accuracy=0.875)
EpochMetrics(epoch=201, total_rounds=644, total_fda_steps=62813, accuracy=0.8098000288009644, train_accuracy=0.84375)
EpochMetrics(epoch=202, total_rounds=648, total_fda_steps=63125, accuracy=0.805899977684021, train_accuracy=0.825)
EpochMetrics(epoch=203, total_rounds=653, total_fda_steps=63438, accuracy=0.8069000244140625, train_accuracy=0.89375)
EpochMetrics(epoch=204, total_rounds=657, total_fda_steps=63750, accuracy=0.807200014591217, train_accuracy=0.83125)
EpochMetrics(epoch=205, total_rounds=662, total_fda_steps=64063, accuracy=0.8070999979972839, train_accuracy=0.89375)
EpochMetrics(epoch=206, total_rounds=666, total_fda_steps=64375, accuracy=0.810699999332428, train_accuracy=0.85625)
EpochMetrics(epoch=207, total_rounds=671, total_fda_steps=64688, accuracy=0.8051000237464905, train_accuracy=0.89375)
EpochMetrics(epoch=208, total_rounds=675, total_fda_steps=65000, accuracy=0.8077999949455261, train_accuracy=0.825)
EpochMetrics(epoch=209, total_rounds=680, total_fda_steps=65313, accuracy=0.8116000294685364, train_accuracy=0.9125)
EpochMetrics(epoch=210, total_rounds=684, total_fda_steps=65625, accuracy=0.8156999945640564, train_accuracy=0.8625)
EpochMetrics(epoch=211, total_rounds=689, total_fda_steps=65938, accuracy=0.8098999857902527, train_accuracy=0.825)
EpochMetrics(epoch=212, total_rounds=693, total_fda_steps=66250, accuracy=0.8047999739646912, train_accuracy=0.825)
EpochMetrics(epoch=213, total_rounds=698, total_fda_steps=66563, accuracy=0.8177000284194946, train_accuracy=0.89375)
EpochMetrics(epoch=214, total_rounds=703, total_fda_steps=66875, accuracy=0.8130999803543091, train_accuracy=0.93125)
EpochMetrics(epoch=215, total_rounds=707, total_fda_steps=67188, accuracy=0.809499979019165, train_accuracy=0.8875)
EpochMetrics(epoch=216, total_rounds=712, total_fda_steps=67500, accuracy=0.8073999881744385, train_accuracy=0.89375)
EpochMetrics(epoch=217, total_rounds=716, total_fda_steps=67813, accuracy=0.8113999962806702, train_accuracy=0.88125)
EpochMetrics(epoch=218, total_rounds=721, total_fda_steps=68125, accuracy=0.8083000183105469, train_accuracy=0.875)
EpochMetrics(epoch=219, total_rounds=726, total_fda_steps=68438, accuracy=0.8027999997138977, train_accuracy=0.94375)
EpochMetrics(epoch=220, total_rounds=730, total_fda_steps=68750, accuracy=0.798799991607666, train_accuracy=0.89375)
EpochMetrics(epoch=221, total_rounds=735, total_fda_steps=69063, accuracy=0.800599992275238, train_accuracy=0.8875)
EpochMetrics(epoch=222, total_rounds=739, total_fda_steps=69375, accuracy=0.8093000054359436, train_accuracy=0.85625)
EpochMetrics(epoch=223, total_rounds=744, total_fda_steps=69688, accuracy=0.8026000261306763, train_accuracy=0.88125)
EpochMetrics(epoch=224, total_rounds=749, total_fda_steps=70000, accuracy=0.8033000230789185, train_accuracy=0.9625)
EpochMetrics(epoch=225, total_rounds=753, total_fda_steps=70313, accuracy=0.7979999780654907, train_accuracy=0.88125)
EpochMetrics(epoch=226, total_rounds=758, total_fda_steps=70625, accuracy=0.8109999895095825, train_accuracy=0.93125)
EpochMetrics(epoch=227, total_rounds=762, total_fda_steps=70938, accuracy=0.8098999857902527, train_accuracy=0.825)
EpochMetrics(epoch=228, total_rounds=767, total_fda_steps=71250, accuracy=0.8123999834060669, train_accuracy=0.9)
