Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : sketch
Num Clients : 5
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 350.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=13, total_fda_steps=313, accuracy=0.25270000100135803, train_accuracy=0.24375)
EpochMetrics(epoch=20, total_rounds=25, total_fda_steps=6250, accuracy=0.7099000215530396, train_accuracy=0.68125)
EpochMetrics(epoch=21, total_rounds=26, total_fda_steps=6563, accuracy=0.7014999985694885, train_accuracy=0.61875)
EpochMetrics(epoch=22, total_rounds=27, total_fda_steps=6875, accuracy=0.708899974822998, train_accuracy=0.66875)
EpochMetrics(epoch=23, total_rounds=27, total_fda_steps=7188, accuracy=0.7204999923706055, train_accuracy=0.7125)
EpochMetrics(epoch=24, total_rounds=28, total_fda_steps=7500, accuracy=0.7303000092506409, train_accuracy=0.68125)
EpochMetrics(epoch=25, total_rounds=29, total_fda_steps=7813, accuracy=0.738099992275238, train_accuracy=0.69375)
EpochMetrics(epoch=26, total_rounds=30, total_fda_steps=8125, accuracy=0.7354999780654907, train_accuracy=0.74375)
EpochMetrics(epoch=27, total_rounds=31, total_fda_steps=8438, accuracy=0.7511000037193298, train_accuracy=0.73125)
EpochMetrics(epoch=28, total_rounds=32, total_fda_steps=8750, accuracy=0.739799976348877, train_accuracy=0.69375)
EpochMetrics(epoch=29, total_rounds=33, total_fda_steps=9063, accuracy=0.7465000152587891, train_accuracy=0.7625)
EpochMetrics(epoch=30, total_rounds=34, total_fda_steps=9375, accuracy=0.7526999711990356, train_accuracy=0.725)
EpochMetrics(epoch=31, total_rounds=35, total_fda_steps=9688, accuracy=0.757099986076355, train_accuracy=0.7)
EpochMetrics(epoch=32, total_rounds=37, total_fda_steps=10000, accuracy=0.7671999931335449, train_accuracy=0.775)
EpochMetrics(epoch=33, total_rounds=38, total_fda_steps=10313, accuracy=0.7598000168800354, train_accuracy=0.76875)
EpochMetrics(epoch=34, total_rounds=39, total_fda_steps=10625, accuracy=0.7616000175476074, train_accuracy=0.74375)
EpochMetrics(epoch=35, total_rounds=40, total_fda_steps=10938, accuracy=0.763700008392334, train_accuracy=0.75)
EpochMetrics(epoch=36, total_rounds=41, total_fda_steps=11250, accuracy=0.7605000138282776, train_accuracy=0.80625)
EpochMetrics(epoch=37, total_rounds=42, total_fda_steps=11563, accuracy=0.7728999853134155, train_accuracy=0.73125)
EpochMetrics(epoch=38, total_rounds=44, total_fda_steps=11875, accuracy=0.7718999981880188, train_accuracy=0.76875)
EpochMetrics(epoch=39, total_rounds=45, total_fda_steps=12188, accuracy=0.7782999873161316, train_accuracy=0.7)
EpochMetrics(epoch=40, total_rounds=46, total_fda_steps=12500, accuracy=0.7663000226020813, train_accuracy=0.825)
EpochMetrics(epoch=41, total_rounds=48, total_fda_steps=12813, accuracy=0.7839999794960022, train_accuracy=0.75)
EpochMetrics(epoch=42, total_rounds=49, total_fda_steps=13125, accuracy=0.7824000120162964, train_accuracy=0.8375)
EpochMetrics(epoch=43, total_rounds=50, total_fda_steps=13438, accuracy=0.7681999802589417, train_accuracy=0.81875)
EpochMetrics(epoch=44, total_rounds=52, total_fda_steps=13750, accuracy=0.7807999849319458, train_accuracy=0.74375)
EpochMetrics(epoch=45, total_rounds=53, total_fda_steps=14063, accuracy=0.7785000205039978, train_accuracy=0.8125)
EpochMetrics(epoch=46, total_rounds=55, total_fda_steps=14375, accuracy=0.7836999893188477, train_accuracy=0.85625)
EpochMetrics(epoch=47, total_rounds=56, total_fda_steps=14688, accuracy=0.784500002861023, train_accuracy=0.80625)
EpochMetrics(epoch=48, total_rounds=57, total_fda_steps=15000, accuracy=0.7842000126838684, train_accuracy=0.75625)
EpochMetrics(epoch=49, total_rounds=59, total_fda_steps=15313, accuracy=0.7797999978065491, train_accuracy=0.8)
EpochMetrics(epoch=50, total_rounds=60, total_fda_steps=15625, accuracy=0.7840999960899353, train_accuracy=0.80625)
EpochMetrics(epoch=51, total_rounds=62, total_fda_steps=15938, accuracy=0.7928000092506409, train_accuracy=0.775)
EpochMetrics(epoch=52, total_rounds=64, total_fda_steps=16250, accuracy=0.7882999777793884, train_accuracy=0.8125)
EpochMetrics(epoch=53, total_rounds=65, total_fda_steps=16563, accuracy=0.7904999852180481, train_accuracy=0.7875)
EpochMetrics(epoch=54, total_rounds=67, total_fda_steps=16875, accuracy=0.7929999828338623, train_accuracy=0.775)
EpochMetrics(epoch=55, total_rounds=68, total_fda_steps=17188, accuracy=0.795799970626831, train_accuracy=0.8375)
EpochMetrics(epoch=56, total_rounds=70, total_fda_steps=17500, accuracy=0.7946000099182129, train_accuracy=0.7375)
EpochMetrics(epoch=57, total_rounds=72, total_fda_steps=17813, accuracy=0.8009999990463257, train_accuracy=0.81875)
EpochMetrics(epoch=58, total_rounds=73, total_fda_steps=18125, accuracy=0.7914999723434448, train_accuracy=0.8)
EpochMetrics(epoch=59, total_rounds=75, total_fda_steps=18438, accuracy=0.7955999970436096, train_accuracy=0.7875)
EpochMetrics(epoch=60, total_rounds=77, total_fda_steps=18750, accuracy=0.8033999800682068, train_accuracy=0.79375)
EpochMetrics(epoch=61, total_rounds=78, total_fda_steps=19063, accuracy=0.7955999970436096, train_accuracy=0.79375)
EpochMetrics(epoch=62, total_rounds=80, total_fda_steps=19375, accuracy=0.7979000210762024, train_accuracy=0.84375)
EpochMetrics(epoch=63, total_rounds=82, total_fda_steps=19688, accuracy=0.7986000180244446, train_accuracy=0.81875)
EpochMetrics(epoch=64, total_rounds=84, total_fda_steps=20000, accuracy=0.8015999794006348, train_accuracy=0.74375)
EpochMetrics(epoch=65, total_rounds=86, total_fda_steps=20313, accuracy=0.7990999817848206, train_accuracy=0.875)
EpochMetrics(epoch=66, total_rounds=88, total_fda_steps=20625, accuracy=0.8050000071525574, train_accuracy=0.9)
EpochMetrics(epoch=67, total_rounds=89, total_fda_steps=20938, accuracy=0.791700005531311, train_accuracy=0.8)
EpochMetrics(epoch=68, total_rounds=91, total_fda_steps=21250, accuracy=0.7961000204086304, train_accuracy=0.775)
EpochMetrics(epoch=69, total_rounds=93, total_fda_steps=21563, accuracy=0.7972000241279602, train_accuracy=0.8)
EpochMetrics(epoch=70, total_rounds=95, total_fda_steps=21875, accuracy=0.7964000105857849, train_accuracy=0.80625)
EpochMetrics(epoch=71, total_rounds=97, total_fda_steps=22188, accuracy=0.8001000285148621, train_accuracy=0.8)
EpochMetrics(epoch=72, total_rounds=99, total_fda_steps=22500, accuracy=0.8058000206947327, train_accuracy=0.80625)
EpochMetrics(epoch=73, total_rounds=101, total_fda_steps=22813, accuracy=0.7993999719619751, train_accuracy=0.7875)
EpochMetrics(epoch=74, total_rounds=103, total_fda_steps=23125, accuracy=0.8015999794006348, train_accuracy=0.8125)
EpochMetrics(epoch=75, total_rounds=105, total_fda_steps=23438, accuracy=0.8051000237464905, train_accuracy=0.825)
EpochMetrics(epoch=76, total_rounds=107, total_fda_steps=23750, accuracy=0.803600013256073, train_accuracy=0.75)
EpochMetrics(epoch=77, total_rounds=109, total_fda_steps=24063, accuracy=0.805400013923645, train_accuracy=0.79375)
EpochMetrics(epoch=78, total_rounds=111, total_fda_steps=24375, accuracy=0.7961000204086304, train_accuracy=0.80625)
EpochMetrics(epoch=79, total_rounds=113, total_fda_steps=24688, accuracy=0.7986999750137329, train_accuracy=0.8125)
EpochMetrics(epoch=80, total_rounds=116, total_fda_steps=25000, accuracy=0.8025000095367432, train_accuracy=0.9125)
EpochMetrics(epoch=81, total_rounds=118, total_fda_steps=25313, accuracy=0.8026999831199646, train_accuracy=0.8625)
EpochMetrics(epoch=82, total_rounds=120, total_fda_steps=25625, accuracy=0.8112999796867371, train_accuracy=0.86875)
EpochMetrics(epoch=83, total_rounds=122, total_fda_steps=25938, accuracy=0.7980999946594238, train_accuracy=0.86875)
EpochMetrics(epoch=84, total_rounds=124, total_fda_steps=26250, accuracy=0.8062000274658203, train_accuracy=0.73125)
EpochMetrics(epoch=85, total_rounds=126, total_fda_steps=26563, accuracy=0.8033000230789185, train_accuracy=0.85625)
EpochMetrics(epoch=86, total_rounds=129, total_fda_steps=26875, accuracy=0.8061000108718872, train_accuracy=0.89375)
EpochMetrics(epoch=87, total_rounds=131, total_fda_steps=27188, accuracy=0.8068000078201294, train_accuracy=0.8375)
EpochMetrics(epoch=88, total_rounds=133, total_fda_steps=27500, accuracy=0.8137000203132629, train_accuracy=0.8125)
EpochMetrics(epoch=89, total_rounds=135, total_fda_steps=27813, accuracy=0.8003000020980835, train_accuracy=0.78125)
EpochMetrics(epoch=90, total_rounds=138, total_fda_steps=28125, accuracy=0.8069000244140625, train_accuracy=0.83125)
EpochMetrics(epoch=91, total_rounds=140, total_fda_steps=28438, accuracy=0.8091999888420105, train_accuracy=0.80625)
EpochMetrics(epoch=92, total_rounds=142, total_fda_steps=28750, accuracy=0.8025000095367432, train_accuracy=0.80625)
EpochMetrics(epoch=93, total_rounds=145, total_fda_steps=29063, accuracy=0.8141999840736389, train_accuracy=0.925)
EpochMetrics(epoch=94, total_rounds=147, total_fda_steps=29375, accuracy=0.8048999905586243, train_accuracy=0.875)
EpochMetrics(epoch=95, total_rounds=149, total_fda_steps=29688, accuracy=0.8048999905586243, train_accuracy=0.81875)
EpochMetrics(epoch=96, total_rounds=152, total_fda_steps=30000, accuracy=0.8118000030517578, train_accuracy=0.8625)
EpochMetrics(epoch=97, total_rounds=154, total_fda_steps=30313, accuracy=0.8090000152587891, train_accuracy=0.85)
EpochMetrics(epoch=98, total_rounds=157, total_fda_steps=30625, accuracy=0.8098000288009644, train_accuracy=0.91875)
EpochMetrics(epoch=99, total_rounds=159, total_fda_steps=30938, accuracy=0.8068000078201294, train_accuracy=0.86875)
EpochMetrics(epoch=100, total_rounds=161, total_fda_steps=31250, accuracy=0.8057000041007996, train_accuracy=0.8)
EpochMetrics(epoch=101, total_rounds=164, total_fda_steps=31563, accuracy=0.8138999938964844, train_accuracy=0.88125)
EpochMetrics(epoch=102, total_rounds=166, total_fda_steps=31875, accuracy=0.8058000206947327, train_accuracy=0.7875)
EpochMetrics(epoch=103, total_rounds=169, total_fda_steps=32188, accuracy=0.8125, train_accuracy=0.86875)
EpochMetrics(epoch=104, total_rounds=171, total_fda_steps=32500, accuracy=0.8116999864578247, train_accuracy=0.85625)
EpochMetrics(epoch=105, total_rounds=174, total_fda_steps=32813, accuracy=0.8126999735832214, train_accuracy=0.8875)
EpochMetrics(epoch=106, total_rounds=176, total_fda_steps=33125, accuracy=0.8027999997138977, train_accuracy=0.8)
EpochMetrics(epoch=107, total_rounds=179, total_fda_steps=33438, accuracy=0.8172000050544739, train_accuracy=0.83125)
EpochMetrics(epoch=108, total_rounds=182, total_fda_steps=33750, accuracy=0.8086000084877014, train_accuracy=0.9)
EpochMetrics(epoch=109, total_rounds=184, total_fda_steps=34063, accuracy=0.8102999925613403, train_accuracy=0.85625)
EpochMetrics(epoch=110, total_rounds=187, total_fda_steps=34375, accuracy=0.8133999705314636, train_accuracy=0.825)
EpochMetrics(epoch=111, total_rounds=189, total_fda_steps=34688, accuracy=0.8122000098228455, train_accuracy=0.8375)
EpochMetrics(epoch=112, total_rounds=192, total_fda_steps=35000, accuracy=0.8126000165939331, train_accuracy=0.8)
EpochMetrics(epoch=113, total_rounds=195, total_fda_steps=35313, accuracy=0.8137000203132629, train_accuracy=0.85)
EpochMetrics(epoch=114, total_rounds=197, total_fda_steps=35625, accuracy=0.8120999932289124, train_accuracy=0.83125)
EpochMetrics(epoch=115, total_rounds=200, total_fda_steps=35938, accuracy=0.8134999871253967, train_accuracy=0.85625)
EpochMetrics(epoch=116, total_rounds=203, total_fda_steps=36250, accuracy=0.8097000122070312, train_accuracy=0.9125)
EpochMetrics(epoch=117, total_rounds=205, total_fda_steps=36563, accuracy=0.8101999759674072, train_accuracy=0.88125)
EpochMetrics(epoch=118, total_rounds=208, total_fda_steps=36875, accuracy=0.8141000270843506, train_accuracy=0.8375)
EpochMetrics(epoch=119, total_rounds=211, total_fda_steps=37188, accuracy=0.8158000111579895, train_accuracy=0.90625)
EpochMetrics(epoch=120, total_rounds=213, total_fda_steps=37500, accuracy=0.8176000118255615, train_accuracy=0.85)
EpochMetrics(epoch=121, total_rounds=216, total_fda_steps=37813, accuracy=0.8119999766349792, train_accuracy=0.8625)
EpochMetrics(epoch=122, total_rounds=219, total_fda_steps=38125, accuracy=0.8044999837875366, train_accuracy=0.9)
EpochMetrics(epoch=123, total_rounds=222, total_fda_steps=38438, accuracy=0.8133000135421753, train_accuracy=0.9)
EpochMetrics(epoch=124, total_rounds=225, total_fda_steps=38750, accuracy=0.8133999705314636, train_accuracy=0.91875)
EpochMetrics(epoch=125, total_rounds=227, total_fda_steps=39063, accuracy=0.8072999715805054, train_accuracy=0.85)
EpochMetrics(epoch=126, total_rounds=230, total_fda_steps=39375, accuracy=0.8057000041007996, train_accuracy=0.8)
EpochMetrics(epoch=127, total_rounds=233, total_fda_steps=39688, accuracy=0.8104000091552734, train_accuracy=0.93125)
EpochMetrics(epoch=128, total_rounds=236, total_fda_steps=40000, accuracy=0.8169999718666077, train_accuracy=0.88125)
EpochMetrics(epoch=129, total_rounds=239, total_fda_steps=40313, accuracy=0.8147000074386597, train_accuracy=0.93125)
EpochMetrics(epoch=130, total_rounds=242, total_fda_steps=40625, accuracy=0.8118000030517578, train_accuracy=0.9375)
EpochMetrics(epoch=131, total_rounds=245, total_fda_steps=40938, accuracy=0.8102999925613403, train_accuracy=0.925)
EpochMetrics(epoch=132, total_rounds=247, total_fda_steps=41250, accuracy=0.8202000260353088, train_accuracy=0.8125)
EpochMetrics(epoch=133, total_rounds=250, total_fda_steps=41563, accuracy=0.8082000017166138, train_accuracy=0.8375)
EpochMetrics(epoch=134, total_rounds=253, total_fda_steps=41875, accuracy=0.8152999877929688, train_accuracy=0.86875)
EpochMetrics(epoch=135, total_rounds=256, total_fda_steps=42188, accuracy=0.8155999779701233, train_accuracy=0.8)
EpochMetrics(epoch=136, total_rounds=259, total_fda_steps=42500, accuracy=0.8165000081062317, train_accuracy=0.78125)
EpochMetrics(epoch=137, total_rounds=262, total_fda_steps=42813, accuracy=0.8059999942779541, train_accuracy=0.85625)
EpochMetrics(epoch=138, total_rounds=265, total_fda_steps=43125, accuracy=0.8144000172615051, train_accuracy=0.88125)
EpochMetrics(epoch=139, total_rounds=268, total_fda_steps=43438, accuracy=0.8184999823570251, train_accuracy=0.88125)
EpochMetrics(epoch=140, total_rounds=271, total_fda_steps=43750, accuracy=0.8145999908447266, train_accuracy=0.9125)
EpochMetrics(epoch=141, total_rounds=274, total_fda_steps=44063, accuracy=0.8172000050544739, train_accuracy=0.83125)
EpochMetrics(epoch=142, total_rounds=277, total_fda_steps=44375, accuracy=0.8206999897956848, train_accuracy=0.8875)
EpochMetrics(epoch=143, total_rounds=280, total_fda_steps=44688, accuracy=0.8163999915122986, train_accuracy=0.86875)
EpochMetrics(epoch=144, total_rounds=283, total_fda_steps=45000, accuracy=0.8180000185966492, train_accuracy=0.90625)
EpochMetrics(epoch=145, total_rounds=286, total_fda_steps=45313, accuracy=0.8159000277519226, train_accuracy=0.9)
EpochMetrics(epoch=146, total_rounds=289, total_fda_steps=45625, accuracy=0.8068000078201294, train_accuracy=0.89375)
EpochMetrics(epoch=147, total_rounds=292, total_fda_steps=45938, accuracy=0.8138999938964844, train_accuracy=0.86875)
EpochMetrics(epoch=148, total_rounds=295, total_fda_steps=46250, accuracy=0.8090000152587891, train_accuracy=0.83125)
EpochMetrics(epoch=149, total_rounds=298, total_fda_steps=46563, accuracy=0.8154000043869019, train_accuracy=0.8875)
EpochMetrics(epoch=150, total_rounds=301, total_fda_steps=46875, accuracy=0.8129000067710876, train_accuracy=0.93125)
EpochMetrics(epoch=151, total_rounds=304, total_fda_steps=47188, accuracy=0.8172000050544739, train_accuracy=0.90625)
EpochMetrics(epoch=152, total_rounds=307, total_fda_steps=47500, accuracy=0.814300000667572, train_accuracy=0.90625)
EpochMetrics(epoch=153, total_rounds=310, total_fda_steps=47813, accuracy=0.8176000118255615, train_accuracy=0.9)
EpochMetrics(epoch=154, total_rounds=313, total_fda_steps=48125, accuracy=0.8199999928474426, train_accuracy=0.875)
EpochMetrics(epoch=155, total_rounds=316, total_fda_steps=48438, accuracy=0.8162000179290771, train_accuracy=0.80625)
EpochMetrics(epoch=156, total_rounds=319, total_fda_steps=48750, accuracy=0.8133000135421753, train_accuracy=0.84375)
EpochMetrics(epoch=157, total_rounds=322, total_fda_steps=49063, accuracy=0.8104000091552734, train_accuracy=0.79375)
EpochMetrics(epoch=158, total_rounds=325, total_fda_steps=49375, accuracy=0.8003000020980835, train_accuracy=0.81875)
EpochMetrics(epoch=159, total_rounds=329, total_fda_steps=49688, accuracy=0.8130999803543091, train_accuracy=0.86875)
EpochMetrics(epoch=160, total_rounds=332, total_fda_steps=50000, accuracy=0.8126999735832214, train_accuracy=0.90625)
